,no,song,movie,year,singers,lyricist,composer
1889,1890,Neelaanjanam [F] ...,Desham,2002,KS Chithra,Gireesh Puthenchery,Rajamani
1890,1891,Thankathaalathil Thinkal ...,Sisiram,2002,KS Chithra,Pallippuram Mohanachandran,Berny Ignatius
1891,1892,Thankathaalathil Thinkal ...,Sisiram,2002,"KS Chithra, MG Sreekumar",Pallippuram Mohanachandran,Berny Ignatius
1892,1893,Nanma Niranja ...,Chathurangam,2002,"KS Chithra, Chorus",Shibu Chakravarthy,MG Sreekumar
1893,1894,Nizhalaay Nilaavaay ...,Ee Bhaargaveenilayam,2002,KS Chithra,Benny P Thomas,Varghese Antony
1894,1895,Aareeram Paadum ...,Grand Mother,2002,KS Chithra,"S Ramesan Nair, Chittoor Gopi, MD Rajendran",Xavier Kalabhavan
1895,1896,Poove Poli Paadivaroo ...,Grand Mother,2002,KS Chithra,"S Ramesan Nair, Chittoor Gopi, MD Rajendran",Xavier Kalabhavan
1896,1897,Harinaama Saagaram ...,Swapnahalliyil Orunal,2002,"KS Chithra, Roopesh",V Vishnudas,Kanjangad Ramachandran
1897,1898,Harinaama Saagaram (F) ...,Swapnahalliyil Orunal,2002,KS Chithra,V Vishnudas,Kanjangad Ramachandran
1898,1899,Maanasa Vanikayiletho [F] ...,Swapnahalliyil Orunal,2002,KS Chithra,V Vishnudas,Kanjangad Ramachandran
1899,1900,Pranayam Ennum ...,Randu Penkuttikal,2002,KS Chithra,Appan Thachethu,Dr Surendran
1900,1901,Mazhavillin Azhakoli Pole ...,Randu Penkuttikal,2002,KS Chithra,Appan Thachethu,Dr Surendran
1901,1902,Aare Aare Ariyan ...,Thilakam,2002,"KS Chithra, Madhu Balakrishnan",Shibu Chakravarthy,Jerry Amaldev
1902,1903,Chellamma Cholluma ...,Thilakam,2002,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Jerry Amaldev
1903,1904,Thennal Doothanaay ...,Neelakaasham Niraye,2002,"KS Chithra, Lalu Cherian Chenganoor",Vayalar Sarathchandra Varma,Alleppey Jimmy
1904,1905,Raakili Neeyonnu Paadu ...,Akhila,2002,KS Chithra,KM Manjeri,Pyari
1905,1906,Chandana ...,Naarmadippudava,2002,KS Chithra,Poovachal Khader,M Jayachandran
1906,1907,Chellathathe(F) ...,Manassinakkare,2003,KS Chithra,Gireesh Puthenchery,Ilayaraja
1907,1908,Chellathathe [D] ...,Manassinakkare,2003,"KS Chithra, Biju Narayanan",Gireesh Puthenchery,Ilayaraja
1908,1909,Olikannum Neetti Manamaake ...,War And Love,2003,"KS Chithra, MG Sreekumar",Yusufali Kecheri,Mohan Sithara
1909,1910,Pedi Thonni Aadyam ...,War And Love,2003,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Mohan Sithara
1910,1911,Kannil nilaavu [Remix] ...,Chronic Bachelor,2003,KS Chithra,Kaithapram,Deepak Dev
1911,1912,Kannil Nilaavu [Remix] ...,Chronic Bachelor,2003,"KS Chithra, Riju George",Kaithapram,Deepak Dev
1912,1913,Nee Manimukilaadakal ...,Vellithira,2003,"KS Chithra, P Jayachandran",Kaithapram,Alphonse Joseph
1913,1914,Kurukkumozhi (Pacha Maanga) ...,Vellithira,2003,"KS Chithra, Shankar Mahadevan",Shibu Chakravarthy,Alphonse Joseph
1914,1915,Hridayasakhee (D) ...,Vellithira,2003,"KS Chithra, Hariharan",Kaithapram,Alphonse Joseph
1915,1916,Enthinaay nin ...,Mizhirandilum,2003,KS Chithra,Vayalar Sarathchandra Varma,Raveendran
1916,1917,Vaarmazhaville ...,Mizhirandilum,2003,KS Chithra,Vayalar Sarathchandra Varma,Raveendran
1917,1918,Raakkuyil [D] ...,Kasthoorimaan,2003,"KJ Yesudas, KS Chithra",Lohithadas,Ouseppachan
1918,1919,Aaru Paranju ...,Pulivaal Kalyaanam,2003,"KS Chithra, P Jayachandran",Kaithapram,Berny Ignatius
1919,1920,Aakaasham ...,Achante Kochumolkku,2003,"KS Chithra, Chorus",Bharanikkavu Sivakumar,Manees Chennai
1920,1921,Bhajare ...,Mr Brahmachaari,2003,"KS Chithra, Chorus",Gireesh Puthenchery,Mohan Sithara
1921,1922,Mizhineeru Peyyuvaan ...,Illathe Kilikkoodu,2003,KS Chithra,Yusufali Kecheri,Raveendran
1922,1923,Praseetha [F] ...,Illathe Kilikkoodu,2003,KS Chithra,Yusufali Kecheri,Raveendran
1923,1924,Kannil kannil ...,Goureeshankaram,2003,KS Chithra,Gireesh Puthenchery,M Jayachandran
1924,1925,Urangaathe ...,Goureeshankaram,2003,"KS Chithra, P Jayachandran",Gireesh Puthenchery,M Jayachandran
1925,1926,Kannil Kannil ...,Goureeshankaram,2003,"KS Chithra, P Jayachandran",Gireesh Puthenchery,M Jayachandran
1926,1927,Snehathin nidhi ...,Meerayude Dukhavum Muthuvinte Swapnavum,2003,KS Chithra,Yusufali Kecheri,Mohan Sithara
1927,1928,Nanda kishora ...,Meerayude Dukhavum Muthuvinte Swapnavum,2003,KS Chithra,Yusufali Kecheri,Mohan Sithara
1928,1929,Kannuneer Puzhayude (F) ...,Meerayude Dukhavum Muthuvinte Swapnavum,2003,KS Chithra,Vinayan,Mohan Sithara
1929,1930,Parannu Parannu Paarum ...,Chakram,2003,KS Chithra,Gireesh Puthenchery,Raveendran
1930,1931,Innale Ente Nenchile[F] ...,Balettan,2003,KS Chithra,Gireesh Puthenchery,M Jayachandran
1931,1932,Ambaadippoove [F] ...,Hariharan Pilla Happiyaanu,2003,"KS Chithra, Jyotsna Radhakrishnan",Rajeev Alunkal,Stephen Devassy
1932,1933,Konna poothu ...,Saudaamini,2003,KS Chithra,P Bhaskaran,Jerry Amaldev
1933,1934,Orikkalum Pinangaathorinakkam ...,Saudaamini,2003,"KS Chithra, Vidhu Prathap",P Bhaskaran,Jerry Amaldev
1934,1935,Manassinullil ...,Vasanthamaalika,2003,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Perumbavoor G Ravindranath
1935,1936,Saittadikkana Maadhavaa ...,Vasanthamaalika,2003,"KS Chithra, Chorus",Gireesh Puthenchery,Perumbavoor G Ravindranath
1936,1937,Koomanum Kurumanum ...,Vasanthamaalika,2003,"KS Chithra, MG Sreekumar, Chorus",Gireesh Puthenchery,Perumbavoor G Ravindranath
1937,1938,Manassinullil [F] ...,Vasanthamaalika,2003,KS Chithra,Gireesh Puthenchery,Perumbavoor G Ravindranath
1938,1939,Kanne Chellakkanne [F] ...,Magic Magic,2003,KS Chithra,Gireesh Puthenchery,Sharreth
1939,1940,Anjanakkannanum Nee (Gaagari Gasa) ...,Madhuram,2003,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Thej Manoj
1940,1941,Arayan Kunnirangi ...,Janakeeyam,2003,KS Chithra,PK Gopi,Devadas
1941,1942,Sandhye ...,Shambu,2004,"KJ Yesudas, KS Chithra",Kaithapram,Jassie Gift
1942,1943,Kaattaadi kiliye vaa ...,Mayilaattam,2004,"KS Chithra, VM Ajith",Gireesh Puthenchery,M Jayachandran
1943,1944,Oru Paadasaram (F) ...,Players (Two Wheeler) (Hai Rose),2013,KS Chithra,Gireesh Puthenchery,M Jayachandran
1944,1945,Sreeraagam ...,Chithrakoodam,2003,"KS Chithra, Sujatha Mohan",S Ramesan Nair,SP Venkitesh
1945,1946,Dum Dum ...,Kusruthy,2004,KS Chithra,S Ramesan Nair,M Jayachandran
1946,1947,Mindaappennu ...,Kusruthy,2004,"KJ Yesudas, KS Chithra",S Ramesan Nair,M Jayachandran
1947,1948,Naagathaan Kaavilamme ...,Kusruthy,2004,"KS Chithra, MG Radhakrishnan",S Ramesan Nair,M Jayachandran
1948,1949,Oonjal Aadinaal (Chenthaarmizhi) ...,Perumazhakkaalam,2004,"KS Chithra, Madhu Balakrishnan, Kalyani Menon",Kaithapram,M Jayachandran
1949,1950,Aalolam Poove ...,Perumazhakkaalam,2004,KS Chithra,Kaithapram,M Jayachandran
1950,1951,Minnale minnale ...,Vesham,2004,KS Chithra,Kaithapram,SA Rajkumar
1951,1952,Veshangal (F) ...,Vesham,2004,KS Chithra,Kaithapram,SA Rajkumar
1952,1953,Ishtam ...,Amrutham,2004,KS Chithra,Kaithapram,M Jayachandran
1953,1954,Oh Sainaba ...,Amrutham,2004,"KJ Yesudas, KS Chithra",Kaithapram,M Jayachandran
1954,1955,Konchedi konchedi penne ...,Symphony,2004,"KS Chithra, Sujatha Mohan, V Devanand",Kaithapram,Deepak Dev
1955,1956,Panimathiye ...,Symphony,2004,KS Chithra,Kaithapram,Deepak Dev
1956,1957,Panimathiye [D] ...,Symphony,2004,"KJ Yesudas, KS Chithra",Kaithapram,Deepak Dev
1957,1958,Chithramanikkaattil [D] ...,Symphony,2004,"KS Chithra, P Jayachandran",Kaithapram,Deepak Dev
1958,1959,Mazhathullikal (F) ...,Vettam,2004,KS Chithra,BR Prasad,Berny Ignatius
1959,1960,Oru noorashakal ...,Ennittum,2006,"KS Chithra, Sreenivas",Kaithapram,Jassie Gift
1960,1961,Oru Nooraashakal ...,Ennittum,2006,KS Chithra,Kaithapram,Jassie Gift
1961,1962,Akale ...,Akale,2004,KS Chithra,Gireesh Puthenchery,M Jayachandran
1962,1963,Pulariyil ...,Runway,2004,KS Chithra,Gireesh Puthenchery,Suresh Peters
1963,1964,Chirichenne Kudukkiya Midukkanalle ...,Thudakkam,2004,"KS Chithra, Karthik",Kaithapram,Berny Ignatius
1964,1965,Chirichenne Kudukkiya Midukkanalle [F] ...,Thudakkam,2004,KS Chithra,Kaithapram,Berny Ignatius
1965,1966,Kuttuvaal Kurumbi[D] ...,Naattu Raajavu,2004,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,M Jayachandran
1966,1967,Kulirillam Vaazhum [D] ...,Jalolsavam,2004,"KJ Yesudas, KS Chithra",BR Prasad,Alphonse Joseph
1967,1968,Thanichirikkumbam ...,Kanninum Kannaadikkum,2004,KS Chithra,Gireesh Puthenchery,M Jayachandran
1968,1969,Kaithozhaam ...,Kanninum Kannaadikkum,2004,KS Chithra,S Ramesan Nair,M Jayachandran
1969,1970,Thanichirikkumbam [D] ...,Kanninum Kannaadikkum,2004,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,M Jayachandran
1970,1971,Chandana Mukile (F) ...,Vellinakshathram,2004,KS Chithra,S Ramesan Nair,M Jayachandran
1971,1972,Nee En Sundari ...,Sathyam,2004,"KS Chithra, Karthik",Kaithapram,M Jayachandran
1972,1973,Aarambhakaniyaane ...,CI Mahadevan 5 adi 4 inch,2004,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Berny Ignatius
1973,1974,Minnalaay ...,Chekavan,2004,"KS Chithra, P Jayachandran",Rajeev Alunkal,Mani Sharma
1974,1975,Kannintekannalle ...,Agninakshathram,2004,"KS Chithra, Biju Narayanan",Shibu Chakravarthy,Raveendran
1975,1976,Peruchollaam (D) ...,Agninakshathram,2004,"KS Chithra, Biju Narayanan",Shibu Chakravarthy,Raveendran
1976,1977,Peruchollaam [F] ...,Agninakshathram,2004,KS Chithra,Shibu Chakravarthy,Raveendran
1977,1978,Raajaavin Paarvai ...,Vaamanapuram Bus Route,2004,"KS Chithra, SP Balasubrahmanyam",Kannadasan,KV Mahadevan
1978,1979,Thaliraambal ...,Thekkekkara Super Fast (Kili),2004,"KS Chithra, MG Sreekumar",Gireesh Puthenchery,Ouseppachan
1979,1980,Thengunnathaaro ...,Pranayamaay,2004,KS Chithra,Rajeev Alunkal,Raj Kotti
1980,1981,Oru Vanchiyil Nammalonnaay ...,Pravaasam,2004,KS Chithra,Kaithapram,Kaithapram
1981,1982,Paathi Maayum ...,Chakram,2001,KS Chithra,Gireesh Puthenchery,Raveendran
1982,1983,Muthukkuruvi ...,Udayam,2004,"KJ Yesudas, KS Chithra",Kaithapram,Mohan Sithara
1983,1984,Enthu Paranjaalum [F] ...,Achuvinte Amma,2005,KS Chithra,Gireesh Puthenchery,Ilayaraja
1984,1985,Ee Puzhayum ...,Mayookham,2005,KS Chithra,Mankombu Gopalakrishnan,Bombay Ravi
1985,1986,Ee kaikalil ...,Ottanaanayam,2005,KS Chithra,ONV Kurup,SP Venkitesh
1986,1987,Nijadaasavarada ...,Chandrolsavam,2005,KS Chithra,,Pattanam Subrahmanya Iyer
1987,1988,Ponmulam ...,Chandrolsavam,2005,KS Chithra,Gireesh Puthenchery,Vidyasagar
1988,1989,Oru pidi orma ...,Chirattakkalippaattangal,2006,KS Chithra,ONV Kurup,Sunny Stephen
1989,1990,Minnedi Minnedi ...,Naran,2005,KS Chithra,Kaithapram,Deepak Dev
1990,1991,Omal Kanmani (Naran) ...,Naran,2005,"KS Chithra, Vineeth Sreenivasan",Kaithapram,Deepak Dev
1991,1992,Ethetho Janmathil (F) ...,Twinkle Twinkle Little Star,2005,KS Chithra,Gireesh Puthenchery,Ilayaraja
1992,1993,Minnaayam minnum ...,Ananthabhadram,2005,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
1993,1994,Shivamallikkaavil Koovalampoothu ...,Ananthabhadram,2005,KS Chithra,Gireesh Puthenchery,MG Radhakrishnan
1994,1995,Thaamarappoove ...,Pauran,2005,KS Chithra,Gireesh Puthenchery,Raghu Kumar
1995,1996,Aayiram Poo Virinjal ...,Deepangal Saakshi,2005,"KJ Yesudas, KS Chithra",Yusufali Kecheri,Ouseppachan
1996,1997,Saamajavaragamana (Paattinte Pallakkil) ...,Manju Peyyum Mumpe,2005,KS Chithra,Mankombu Gopalakrishnan,MM Sreelekha
1997,1998,Krishna krishna ...,Manju Peyyum Mumpe,2005,"KS Chithra, MG Sreekumar",Mankombu Gopalakrishnan,MM Sreelekha
1998,1999,Thirumala vaasa ...,Brahmam,2005,KS Chithra,Mankombu Gopalakrishnan,Devi Sri Prasad
1999,2000,Aey ponnu sare ...,Brahmam,2005,"KS Chithra, Karthik",Mankombu Gopalakrishnan,Devi Sri Prasad
2000,2001,Akannirunnalum ...,Aattakkatha,2013,KS Chithra,MD Rajendran,Raveendran
2001,2002,Kannante chundil ...,Paranju Theeratha Visheshangal,2007,KS Chithra,Yusufali Kecheri,M Jayachandran
2002,2003,Kooku kooku ...,The Campus,2005,"KJ Yesudas, KS Chithra",MD Rajendran,M Jayachandran
2003,2004,Shivam Shivakaram ...,The Campus,2005,KS Chithra,MD Rajendran,M Jayachandran
2004,2005,Kooku Kooku [F] ...,The Campus,2005,KS Chithra,MD Rajendran,M Jayachandran
2005,2006,Mayangippoyi ...,Nottam,2006,KS Chithra,Kaithapram,M Jayachandran
2006,2007,Parayaathe ...,Udayanaanu Thaaram,2005,"KJ Yesudas, KS Chithra",Kaithapram,Deepak Dev
2007,2008,Parayaathe Ariyaathe [D] [Version 2] ...,Udayanaanu Thaaram,2005,"KS Chithra, Karthik",Kaithapram,Deepak Dev
2008,2009,Mele mukilin ...,Paandippada,2005,"KS Chithra, Afsal",IS Kundoor,Suresh Peters
2009,2010,Saandra Sandhye [D] ...,Vacation,2005,"KJ Yesudas, KS Chithra",Sohan Roy,Kaithapram Viswanath
2010,2011,Saandra Sandhye (F) ...,Vacation,2005,KS Chithra,Sohan Roy,Kaithapram Viswanath
2011,2012,Penpoove ...,Kalyaanakkurimaanam,2005,"KJ Yesudas, KS Chithra","Bichu Thirumala, S Ramesan Nair, Joy Thamalam, Suresh Krishnamoorthy",Ronnie Raphael
2012,2013,Mandaarappoo Choriyum ...,Sarkar Dada,2005,KS Chithra,"Gireesh Puthenchery, BR Prasad",M Jayachandran
2013,2014,Thiruvarangil (F) ...,Udayon,2005,KS Chithra,Gireesh Puthenchery,Ouseppachan
2014,2015,Vattolakkuda ...,Thommanum Makkalum,2005,"KJ Yesudas, KS Chithra",Kaithapram,Alex Paul
2015,2016,Vattolakkuda [F] ...,Thommanum Makkalum,2005,KS Chithra,Kaithapram,Alex Paul
2016,2017,Shyaamamohini Premayaamini ...,Athbhuthadweepu,2005,"KS Chithra, Madhu Balakrishnan",Kaithapram,M Jayachandran
2017,2018,Navaraathri ...,Maanikyan (Kadhayile Raajakumaaran),2005,KS Chithra,Gireesh Puthenchery,Thej Mervin
2018,2019,Oru Manvilakku ...,Police,2005,"KS Chithra, Balu, Franco",Joffy Tharakan,Ouseppachan
2019,2020,Nin Nizhalaay [F] ...,Police,2005,KS Chithra,Joffy Tharakan,Ouseppachan
2020,2021,Paathirappoo Nee ...,Sheelabathi,2005,KS Chithra,Prabha Varma,Ramesh Narayan
2021,2022,Yadu Hridayam ...,Raappakal,2005,"KS Chithra, Madhu Balakrishnan",Kaithapram,Mohan Sithara
2022,2023,Etho Raathrimazha (F) ...,Bus Conductor,2005,KS Chithra,Gireesh Puthenchery,M Jayachandran
2023,2024,Oraalinnoraalinte ...,Mazhamukil Pole,2005,KS Chithra,Koothattukulam Sasi,Nooranad Krishnankutty
2024,2025,Swagatham Swagatham ...,Mazhamukil Pole,2005,"KS Chithra, MG Sreekumar, Chorus",Koothattukulam Sasi,Nooranad Krishnankutty
2025,2026,Oottippattanam ...,Kilukkam Kilukilukkam,2006,"KS Chithra, MG Sreekumar",Shibu Chakravarthy,Deepak Dev
2026,2027,Poo Kumkumapoo ...,Rasathanthram,2006,KS Chithra,Gireesh Puthenchery,Ilayaraja
2027,2028,Kalabham Tharaam ...,Vadakkumnathan,2006,KS Chithra,Gireesh Puthenchery,Raveendran
2028,2029,Oru Kili Paattu Moolave ...,Vadakkumnathan,2006,"KJ Yesudas, KS Chithra",Gireesh Puthenchery,Raveendran
2029,2030,Gange Thudiyil (F) ...,Vadakkumnathan,2006,KS Chithra,Gireesh Puthenchery,Raveendran
2030,2031,Oru Kili Paattu Moolave [F] ...,Vadakkumnathan,2006,KS Chithra,Gireesh Puthenchery,Raveendran
2031,2032,Kalabham Tharaam [D] ...,Vadakkumnathan,2006,"KS Chithra, Biju Narayanan",Gireesh Puthenchery,Raveendran
2032,2033,Madhuram ...,Prajaapathy,2006,KS Chithra,Gireesh Puthenchery,Thej Mervin
2033,2034,Maayakkinaavin ...,Ammathottil,2006,KS Chithra,Shibu Kizhakkekkoottu,Rajesh Appukkuttan
2034,2035,Chilambukal ...,Ammathottil,2006,"KS Chithra, MG Sreekumar",Shibu Kizhakkekkoottu,Rajesh Appukkuttan
2035,2036,Chandam Kaalindi [D] ...,Chess,2006,"KJ Yesudas, KS Chithra",Vayalar Sarathchandra Varma,Berny Ignatius
2036,2037,Chandam Kaalindi (F) ...,Chess,2006,KS Chithra,Vayalar Sarathchandra Varma,Berny Ignatius
2037,2038,Kando Kando ...,Mahaasamudram,2006,"KS Chithra, G Venugopal",Kaithapram,M Jayachandran
2038,2039,Raathrimazha [FD] ...,Raathrimazha,2008,"KS Chithra, Gayathri Asokan",Sugathakumari,Ramesh Narayan
2039,2040,Kadalolam Novukalil ...,Photographer,2006,KS Chithra,Kaithapram,Johnson
2040,2041,Chellam ...,Yes Your Honour,2006,"KJ Yesudas, KS Chithra",Vayalar Sarathchandra Varma,Deepak Dev
2041,2042,Naadha ...,Vaasthavam,2006,"KS Chithra, Pradeep Palluruthy",Gireesh Puthenchery,Alex Paul
2042,2043,Pahaadi paadu ...,Chakkaramuthu,2006,"KJ Yesudas, KS Chithra",Lohithadas,M Jayachandran
2043,2044,Painkili Paadana [F] ...,Jayam,2006,KS Chithra,BR Prasad,Sonu Sisupal
2044,2045,Priyathame ...,Kanaka Simhaasanam,2006,"KJ Yesudas, KS Chithra",Rajeev Alunkal,M Jayachandran
2045,2046,Vatta Vatta Thinkale ...,Mouryan,2006,KS Chithra,Kaithapram,Kaithapram Viswanath
2046,2047,Vatta Vatta ...,Mouryan,2006,"KS Chithra, Vijesh Gopal",Kaithapram,Kaithapram Viswanath
2047,2048,Etho Vidooramaam ...,Pranayakaalam,2007,KS Chithra,Rafeeq Ahamed,Ouseppachan
2048,2049,Chellathaamare ...,Hallo,2007,"KS Chithra, Sangeetha Prabhu (Sangeetha Sreekant)",Vayalar Sarathchandra Varma,Alex Paul
2049,2050,Piyaathuu Piyathuu ...,Black Cat,2007,"KS Chithra, Sujatha Mohan",Rajeev Alunkal,M Jayachandran
2050,2051,Aathmaavin Kaavil ...,Black Cat,2007,"KS Chithra, Job Kurian",Vayalar Sarathchandra Varma,Alphonse Joseph
2051,2052,Parayumo ...,Nagaram,2007,KS Chithra,Asha Ramesh,Mohan Sithara
2052,2053,Koo Koo Kuyilkkonchal ...,Bharathan Effect,2007,"KS Chithra, Madhu Balakrishnan",Kavalam Narayana Panicker,M Jayachandran
2053,2054,Kaayaampoovo ...,Nivedyam,2007,"KS Chithra, Sudeep Kumar",Kaithapram,M Jayachandran
2054,2055,Aagamaya Lasithe ...,Indraneelam,2006,KS Chithra,Yusufali Kecheri,Ratheesh Kannan
2055,2056,Venkadaachala Nilayam [Gurunaadhan] ...,Indraneelam,2006,KS Chithra,Yusufali Kecheri,Ratheesh Kannan
2056,2057,Elaneerin ...,Veeraalippattu(Anantham),2007,"KS Chithra, Anwar Sadath",Vayalar Sarathchandra Varma,Viswajith
2057,2058,Kanna Ninnekkurichu ...,Subhadram,2007,KS Chithra,Yusufali Kecheri,Raghu Kumar
2058,2059,Good Morning In Paris ...,Magic Lamp,2008,KS Chithra,Kaithapram,Ouseppachan
2059,2060,Chethiyum Chemparuthiyum ...,Mizhikal Sakshi,2008,KS Chithra,ONV Kurup,V Dakshinamoorthy
2060,2061,Paattunarnuvo ...,Cycle,2008,KS Chithra,Anil Panachooran,Mejo Joseph
2061,2062,Pattunarnuvo [D] ...,Cycle,2008,"KS Chithra, Sreenivas",Anil Panachooran,Mejo Joseph
2062,2063,Yamuna Sangeetham ...,Sound of Boot,2008,KS Chithra,Vayalar Sarathchandra Varma,Shaan
2063,2064,Engu Ninnu ...,Calcutta News,2008,"KS Chithra, Madhu Balakrishnan, Deb Jyothi Mishra",Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2064,2065,Kannaadikkoottile ...,Calcutta News,2008,"KS Chithra, Vijitha, Vinitha",Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2065,2066,Akaleyoru Chillamele ...,Calcutta News,2008,"KS Chithra, Asmitha Sengupta",Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2066,2067,Nanmayaakunna ...,Calcutta News,2008,KS Chithra,Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2067,2068,Kani Kanduvo ...,Calcutta News,2008,"KS Chithra, Madhu Balakrishnan",Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2068,2069,Engu Ninnu Vannu [F] ...,Calcutta News,2008,"KS Chithra, Deb Jyothi Mishra",Vayalar Sarathchandra Varma,Deb Jyothi Mishra
2069,2070,Ni Sa Ga Ma Pa Ni (Resung) ...,Calcutta News,2008,KS Chithra,Yogesh,Salil Chowdhury
2070,2071,Raadhamaadhavam [F] ...,Anthipponvettam,2008,KS Chithra,Dr SP Ramesh,M Jayachandran
2071,2072,Pranayamayil Peeli ...,The Target (2005),2008,"KS Chithra, V Devanand",Mankombu Gopalakrishnan,Mani Sharma
2072,2073,Payyannur Pavithram [F] ...,Kaalchilambu,2008,KS Chithra,Kaithapram,Kaithapram
2073,2074,Kuyil Swaram ...,Kanichukulangarayil CBI,2008,KS Chithra,Vayalar Sarathchandra Varma,SP Venkitesh
2074,2075,Kanninu Kuliraam Kannaamthali ...,Thalappaavu,2008,KS Chithra,ONV Kurup,Alex Paul
2075,2076,Ushassil ...,Twenty 20,2008,"KJ Yesudas, KS Chithra, Sujatha Mohan, Madhu Balakrishnan, Jyotsna Radhakrishnan, Afsal, Vineeth Sreenivasan, Anitha, Franco, Jassie Gift, Rimi Tomy",Gireesh Puthenchery,Berny Ignatius
2076,2077,Kaanum Kanninu ...,Gulmohar,2008,KS Chithra,ONV Kurup,Johnson
2077,2078,Oduviloru Shonarekhayaay [F] ...,Thirakkadha,2008,KS Chithra,Rafeeq Ahamed,Sharreth
2078,2079,Jinthatha Chikka [Collegu Girlsin] ...,Vikramadithya (2006),2008,"KS Chithra, Jassie Gift, Ranjini Jose",Mankombu Gopalakrishnan,MM Keeravani
2079,2080,Thaarilam Kaikalil Muthum Poovum ...,Kousthubham,2008,KS Chithra,Sanjeev Kilikulam,Anil Pongumoodu
2080,2081,Ee Marachillayil ...,Kousthubham,2008,KS Chithra,Sanjeev Kilikulam,Anil Pongumoodu
2081,2082,Shambho Shankara [Bharata Veda] [Telugu] ...,Pournami,2008,"KS Chithra, Chorus",Siri Vennala,Devi Sri Prasad
2082,2083,Maarghazhi Manjil ...,Manjaadikkuru,2012,KS Chithra,Kavalam Narayana Panicker,Ramesh Narayan
2083,2084,Madhuvidhuvaay En Maanasam Etho ...,Aayirathil Oruvan,2009,KS Chithra,Yusufali Kecheri,Mohan Sithara
2084,2085,Priyathozha ...,Aayirathil Oruvan,2009,KS Chithra,Yusufali Kecheri,Mohan Sithara
2085,2086,Chandramada ...,Seethaa Kalyaanam,2009,KS Chithra,BR Prasad,Sreenivas
2086,2087,Mookaambike [F] ...,Chunkakkaarum Veshyakalum,2011,KS Chithra,PK Sreenivasan,Biju Paulose
2087,2088,Kunnathe Konnaykkum ...,Keralavarma Pazhassi Raaja,2009,KS Chithra,ONV Kurup,Ilayaraja
2088,2089,Mazhayaal ...,Meghatheertham,2009,"KS Chithra, Sharreth",Gireesh Puthenchery,Sharreth
2089,2090,Mazhayaal [F] ...,Meghatheertham,2009,KS Chithra,Gireesh Puthenchery,Sharreth
2090,2091,Kaayalkkuruvikal ...,Perumaal,2009,KS Chithra,Rajeev Alunkal,Girish Surya Narayan
2091,2092,Kaayalkkuruvikal ...,Perumaal,2009,"KS Chithra, Madhu Balakrishnan",Rajeev Alunkal,Girish Surya Narayan
2092,2093,Aarum Meettan ...,Paribhavam,2009,KS Chithra,Aparna Karimbil,Jai Kishan
2093,2094,Oru Pidi Mannil ...,Black Dahlia,2009,KS Chithra,IS Kundoor,Sayan Anwar
2094,2095,Shyaamavarnnanu Mouliyilaniyaan ...,Black Dahlia,2009,KS Chithra,IS Kundoor,Sayan Anwar
2095,2096,Swapnangal Kannezhuthiya ...,Bhaagyadevatha,2009,"KS Chithra, Chorus, Rahul Nambiar",Vayalar Sarathchandra Varma,Ilayaraja
2096,2097,Poomullakkaavil ...,Therukkoothu (Koodaaram),2009,KS Chithra,Roy Puramadom,Kaithapram Viswanath
2097,2098,Meerayaayi ...,Bhagavaan,2009,KS Chithra,Gireesh Puthenchery,Joji Hohns
2098,2099,Panineerppoovin (Kodunkaattu) ...,Bhagavaan,2009,"KS Chithra, Subish Panthaloor",Rajeev Alunkal,Murali Krishna
2099,2100,Paathimaanja ...,Vellathooval,2009,"KS Chithra, Vijay Yesudas",Gireesh Puthenchery,Johnson
2100,2101,Kaarmukil [F] ...,Dalamarmarangal,2009,KS Chithra,Vijayakrishnan,Mohan Sithara
2101,2102,Unnipoove ...,Mounam,2009,KS Chithra,MD Rajendran,MD Rajendran
2102,2103,Sreekurumbe ...,Mounam,2009,KS Chithra,MD Rajendran,MD Rajendran
2103,2104,Njanere Mohicha Thozha ...,Pushpamela,2009,KS Chithra,Kattakada Sajith,Pradeep Jogiya
2104,2105,Thekkini ...,Sufi Paranja Kadha,2010,"KS Chithra, Sunil Viswachaithanya",Rafeeq Ahamed,Mohan Sithara
2105,2106,Manikanda Swami ...,Thathwamasi,2009,KS Chithra,Chandran Nair,Ramesh Narayan
2106,2107,Kannile ...,Cheriya Kallanum Valiya Policeum,2010,KS Chithra,Gireesh Puthenchery,Thej Mervin
2107,2108,Kaattil ...,April Fool,2010,KS Chithra,Gireesh Puthenchery,M Jayachandran
2108,2109,Thanthaana ...,Panchaamritham,2009,KS Chithra,"Kailas Rishi, Puthiyankam Murali",Sundar C Babu
